Timestamp,measurement_ID,sample_ID,pfas_ID,mean_arithmetic,mean_comment,SE,SE_comment,SD,SD_comment,n_total,group_info,LOQ,median,LOD,min,max,min_max_comment,n_comment,LOQ_comment,LOD_comment,mean_geometric,limit_type,n,measurement_comment
21/09/2022 11:58,m_247,sm_026,pfas_002,44.8,(pg/µL),3.4,NA,9.616652224,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 12:00,m_248,sm_026,pfas_011,23.5,(pg/µL),10,NA,28.28427125,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 12:01,m_249,sm_026,pfas_001,43757,(pg/µL),16870,NA,47715.56559,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 12:02,m_250,sm_027,pfas_022,1391,(pg/µL),323,NA,913.5819613,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 12:03,m_251,sm_027,pfas_023,102,(pg/µL),7.3,NA,20.64751801,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 13:44,m_252,sm_027,pfas_002,33.1,(pg/µL),1.6,NA,4.5254834,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 13:45,m_253,sm_027,pfas_011,3.6,(pg/µL),0.6,NA,1.697056275,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 13:45,m_254,sm_027,pfas_001,1289,(pg/µL),324,NA,916.4103884,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 13:46,m_255,sm_028,pfas_022,530,(pg/µL),153,NA,432.7493501,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 13:47,m_256,sm_028,pfas_023,90,(pg/µL),3.5,NA,9.899494937,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 13:47,m_257,sm_028,pfas_002,36.3,(pg/µL),3,NA,8.485281374,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 13:47,m_258,sm_028,pfas_011,3.5,(pg/µL),0.4,NA,1.13137085,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 13:47,m_259,sm_028,pfas_001,410,(pg/µL),156,NA,441.2346315,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 13:59,m_260,sm_029,pfas_022,354,(pg/µL),60,NA,169.7056275,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:00,m_261,sm_029,pfas_023,77.4,(pg/µL),4.1,NA,11.59655121,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:00,m_262,sm_029,pfas_002,27.5,(pg/µL),2.3,NA,6.505382387,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:00,m_263,sm_029,pfas_011,5,(pg/µL),1.3,NA,3.676955262,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:00,m_264,sm_029,pfas_001,276,(pg/µL),62,NA,175.3624817,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:03,m_265,sm_030,pfas_022,130,(pg/µL),12,NA,33.9411255,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:03,m_266,sm_030,pfas_023,87.2,(pg/µL),8,NA,22.627417,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:04,m_267,sm_030,pfas_002,30.2,(pg/µL),3,NA,8.485281374,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:04,m_268,sm_030,pfas_011,4.6,(pg/µL),1,NA,2.828427125,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:04,m_269,sm_030,pfas_001,43,(pg/µL),8,NA,22.627417,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,adult,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n females for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:07,m_270,sm_031,pfas_022,81032,(ng/g),38056,NA,107638.6227,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:08,m_271,sm_031,pfas_023,171,(ng/g),67,NA,189.5046174,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:09,m_272,sm_031,pfas_002,18.2,(ng/g),2.1,NA,5.939696962,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:09,m_273,sm_031,pfas_011,57.5,(ng/g),26,NA,73.53910524,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:09,m_274,sm_031,pfas_001,80231,(ng/g),37684,NA,106586.4478,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:12,m_275,sm_032,pfas_022,908,(ng/g),253,NA,715.5920626,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:13,m_276,sm_032,pfas_023,14.2,(ng/g),3.1,NA,8.768124087,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:13,m_277,sm_032,pfas_002,1.3,(ng/g),0.2,NA,0.565685425,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:22,m_278,sm_032,pfas_011,NA,Check LOD_comment,NA,NA,NA,NA,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,Concentration below the LOD value. LOD value not provided,NA,LOD,8,"The authors did not provide a LOD value for each sample and PFAS compound. Thus, we could not estimate a mean value."
21/09/2022 14:24,m_279,sm_032,pfas_001,890,(ng/g),251,NA,709.9352083,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:25,m_280,sm_033,pfas_022,363,(ng/g),104,NA,294.156421,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:25,m_281,sm_033,pfas_023,9.7,(ng/g),1.8,NA,5.091168825,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:25,m_282,sm_033,pfas_002,1.2,(ng/g),0.2,NA,0.565685425,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:26,m_283,sm_033,pfas_011,1.7,(ng/g),0.3,NA,0.848528137,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:26,m_284,sm_033,pfas_001,351,(ng/g),104,NA,294.156421,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:27,m_285,sm_034,pfas_022,89.8,(ng/g),9,NA,25.45584412,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:27,m_286,sm_034,pfas_023,6.8,(ng/g),1.1,NA,3.111269837,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:27,m_287,sm_034,pfas_002,1.1,(ng/g),0.3,NA,0.848528137,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:28,m_288,sm_034,pfas_011,NA,Check LOD_comment,NA,NA,NA,NA,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,Concentration below the LOD value. LOD value not provided,NA,LOD,8,"The authors did not provide a LOD value for each sample and PFAS compound. Thus, we could not estimate a mean value."
21/09/2022 14:29,m_289,sm_034,pfas_001,80,(ng/g),9.1,NA,25.73868684,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:30,m_290,sm_035,pfas_022,41.7,(ng/g),8.1,NA,22.91025971,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:30,m_291,sm_035,pfas_023,9.5,(ng/g),2.2,NA,6.222539674,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:30,m_292,sm_035,pfas_002,1,(ng/g),0.1,NA,0.282842713,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:30,m_293,sm_035,pfas_011,2,(ng/g),0.7,NA,1.979898987,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 14:31,m_294,sm_035,pfas_001,29.2,(ng/g),6,NA,16.97056275,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n eggs for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 15:04,m_295,sm_036,pfas_022,8517,(pg/µL),3980,NA,11257.13996,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n light chicks for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 15:05,m_296,sm_036,pfas_023,115,(pg/µL),12,NA,33.9411255,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n light chicks for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 15:05,m_297,sm_036,pfas_002,88,(pg/µL),4.1,NA,11.59655121,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n light chicks for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 15:05,m_298,sm_036,pfas_011,7.3,(pg/µL),3.7,NA,10.46518036,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n light chicks for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 15:05,m_299,sm_036,pfas_001,11203,(pg/µL),3997,NA,11305.22322,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n light chicks for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
21/09/2022 15:10,m_300,sm_037,pfas_022,464,(pg/µL),208,NA,588.3128419,Not provided. We calculated the SD from standard error and sample size using the following formula SD = SE x √n.,8,progeny,NA,NA,NA,NA,NA,NA,"""Table S9. ∑PFAAs, ∑PFCAs, PFOA, PFDoDA and PFOS mean (± SE ) concentrations in mothers, eggs and both nestlings (the lightest and the heaviest in the nest; mean ± SE) at the five sampling sites (n=40 nests)"". Thus, n light chicks for each sampling site = 40/5 = 8.",NA,NA,NA,NA,8,NA
